(sid2) [ir967@gr046 Learning-to-See-in-the-Dark]$ vi CNN9_FC3_exposure_101GB.py
(sid2) [ir967@gr046 Learning-to-See-in-the-Dark]$ python CNN9_FC3_exposure_101GB.py




Current date and time : 
2020-12-13 17:23:16
./dataset/Sony/short/00133_07_0.1s.ARW 133 0.1
./dataset/Sony/short/00015_09_0.1s.ARW 15 0.1
./dataset/Sony/short/00190_08_0.04s.ARW 190 0.04
./dataset/Sony/short/00204_01_0.033s.ARW 204 0.033
./dataset/Sony/short/00047_03_0.1s.ARW 47 0.1
./dataset/Sony/short/00049_07_0.1s.ARW 49 0.1
./dataset/Sony/short/00231_00_0.033s.ARW 231 0.033
Found 1865 images to train with

Training on files with indices: 466 to 1798
Training on 1332 images only

2020-12-13 17:23:16.758286: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 AVX512F FMA
2020-12-13 17:23:16.926979: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1411] Found device 0 with properties: 
name: Quadro RTX 8000 major: 7 minor: 5 memoryClockRate(GHz): 1.62
pciBusID: 0000:06:00.0
totalMemory: 44.49GiB freeMemory: 44.33GiB
2020-12-13 17:23:16.927012: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1490] Adding visible gpu devices: 0
2020-12-13 17:23:17.216217: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-12-13 17:23:17.216255: I tensorflow/core/common_runtime/gpu/gpu_device.cc:977]      0 
2020-12-13 17:23:17.216272: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990] 0:   N 
2020-12-13 17:23:17.216438: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1103] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 43038 MB memory) -> physical GPU (device: 0, name: Quadro RTX 8000, pci bus id: 0000:06:00.0, compute capability: 7.5)
No checkpoint found at ./gt_Sony_CNN9_FC3_exposure_101GB/. Hence, will create the folder.

last epoch of previous run: 0


BATCH_SIZE= 16 ,final_epoch= 4001 ,no_of_batches= 83 ,ps 128 ,result_dir= ./gt_Sony_CNN9_FC3_exposure_101GB/ ,len(train_fns)= 1332

Cleared all images in memory.

Starting Training on index [ 691  913  400  856  153   42  404  148  164  634 1317  262 1069 1273
  572  962]
dataset index: ['./dataset/Sony/short/00062_06_0.1s.ARW'
 './dataset/Sony/short/00062_01_0.1s.ARW'
 './dataset/Sony/short/00183_04_0.04s.ARW'
 './dataset/Sony/short/00013_04_0.1s.ARW'
 './dataset/Sony/short/00168_07_0.1s.ARW'
 './dataset/Sony/short/00171_08_0.1s.ARW'
 './dataset/Sony/short/00056_01_0.1s.ARW'
 './dataset/Sony/short/00221_01_0.033s.ARW'
 './dataset/Sony/short/00114_01_0.1s.ARW'
 './dataset/Sony/short/00216_04_0.04s.ARW'
 './dataset/Sony/short/00014_02_0.1s.ARW'
 './dataset/Sony/short/00086_05_0.1s.ARW'
 './dataset/Sony/short/00028_01_0.04s.ARW'
 './dataset/Sony/short/00209_03_0.04s.ARW'
 './dataset/Sony/short/00083_00_0.1s.ARW'
 './dataset/Sony/short/00225_07_0.04s.ARW']
Starting Training on exposures [0.1   0.1   0.04  0.1   0.1   0.1   0.1   0.033 0.1   0.04  0.1   0.1
 0.04  0.04  0.1   0.04 ]
Epoch 0: at batch 1: Training dataset Loss=0.991793, Batch Time=1.648
Epoch 0: at batch 1: Training dataset Loss=0.991793, Batch Time=1.648; Early rounds
Epoch 0: at batch 41: Training dataset Loss=0.740134, Batch Time=0.032; Early rounds
Epoch 0: at batch 42: Training dataset Loss=0.738661, Batch Time=0.032; Early rounds
Epoch 0: at batch 43: Training dataset Loss=0.735392, Batch Time=0.030; Early rounds
loading ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 546
rawpy read the 1th file at location: 00190_00_0.04s.ARW
Epoch 0: at batch 44: Training dataset Loss=0.732610, Batch Time=0.033; Early rounds
Epoch 0: at batch 45: Training dataset Loss=0.724534, Batch Time=0.034; Early rounds
Epoch 0: at batch 46: Training dataset Loss=0.718408, Batch Time=0.032; Early rounds
Epoch 0: at batch 47: Training dataset Loss=0.711381, Batch Time=0.030; Early rounds
Epoch 0: at batch 48: Training dataset Loss=0.706913, Batch Time=0.030; Early rounds
Epoch 0: at batch 49: Training dataset Loss=0.701100, Batch Time=0.027; Early rounds
Epoch 0: at batch 50: Training dataset Loss=0.695642, Batch Time=0.027; Early rounds
Epoch 0: at batch 51: Training dataset Loss=0.691889, Batch Time=0.033; Early rounds
Epoch 0: at batch 52: Training dataset Loss=0.691448, Batch Time=0.031; Early rounds
Epoch 0: at batch 53: Training dataset Loss=0.684625, Batch Time=0.032; Early rounds
Epoch 0: at batch 54: Training dataset Loss=0.683777, Batch Time=0.035; Early rounds
Epoch 0: at batch 55: Training dataset Loss=0.679540, Batch Time=0.030; Early rounds
Epoch 0: at batch 56: Training dataset Loss=0.677694, Batch Time=0.030; Early rounds
Epoch 0: at batch 57: Training dataset Loss=0.671949, Batch Time=0.033; Early rounds
Epoch 0: at batch 58: Training dataset Loss=0.668445, Batch Time=0.033; Early rounds
Epoch 0: at batch 59: Training dataset Loss=0.664938, Batch Time=0.032; Early rounds
Epoch 0: at batch 60: Training dataset Loss=0.664499, Batch Time=0.033; Early rounds
Epoch 0: at batch 61: Training dataset Loss=0.663111, Batch Time=0.030; Early rounds
Epoch 0: at batch 62: Training dataset Loss=0.661906, Batch Time=0.030; Early rounds
Epoch 0: at batch 63: Training dataset Loss=0.660391, Batch Time=0.031; Early rounds
Epoch 0: at batch 64: Training dataset Loss=0.656957, Batch Time=0.030; Early rounds
Epoch 0: at batch 65: Training dataset Loss=0.651910, Batch Time=0.030; Early rounds
Epoch 0: at batch 66: Training dataset Loss=0.651277, Batch Time=0.029; Early rounds
Epoch 0: at batch 67: Training dataset Loss=0.646000, Batch Time=0.028; Early rounds
Epoch 0: at batch 68: Training dataset Loss=0.637597, Batch Time=0.028; Early rounds
Epoch 0: at batch 69: Training dataset Loss=0.632730, Batch Time=0.028; Early rounds
Epoch 0: at batch 70: Training dataset Loss=0.630405, Batch Time=0.030; Early rounds
Epoch 0: at batch 71: Training dataset Loss=0.625927, Batch Time=0.030; Early rounds
Epoch 0: at batch 72: Training dataset Loss=0.619759, Batch Time=0.032; Early rounds
Epoch 0: at batch 73: Training dataset Loss=0.615498, Batch Time=0.032; Early rounds
Epoch 0: at batch 74: Training dataset Loss=0.614131, Batch Time=0.037; Early rounds
Epoch 0: at batch 75: Training dataset Loss=0.611456, Batch Time=0.032; Early rounds
Epoch 0: at batch 76: Training dataset Loss=0.611995, Batch Time=0.037; Early rounds
Epoch 0: at batch 77: Training dataset Loss=0.608645, Batch Time=0.031; Early rounds
Epoch 0: at batch 78: Training dataset Loss=0.605178, Batch Time=0.029; Early rounds
Epoch 0: at batch 79: Training dataset Loss=0.602302, Batch Time=0.032; Early rounds
Epoch 0: at batch 80: Training dataset Loss=0.601648, Batch Time=0.032; Early rounds
Epoch 0: at batch 81: Training dataset Loss=0.599322, Batch Time=0.033; Early rounds
Epoch 0: at batch 82: Training dataset Loss=0.597516, Batch Time=0.028; Early rounds
Epoch 0: at batch 83: Training dataset Loss=0.595993, Batch Time=0.031; Early rounds
		Epoch 0:  Time = 154.616, Avg epoch time=154.616, Current epoch Time=154.616

Loss vector (slice for the first 20 images)
[[ 1.        ]
 [ 0.4       ]
 [ 0.4       ]
 [ 1.        ]
 [ 1.        ]
 [-0.08456981]
 [-0.35994554]
 [ 1.        ]
 [-0.34709907]
 [ 1.        ]
 [-0.08436668]
 [ 1.        ]
 [ 1.        ]
 [ 0.4       ]
 [ 0.22117642]
 [ 0.4       ]
 [ 1.        ]
 [-0.70334241]
 [ 1.        ]
 [ 1.        ]]
Epoch 1: at batch 1: Training dataset Loss=0.592037, Batch Time=0.032
Epoch 1: at batch 1: Training dataset Loss=0.592037, Batch Time=0.032; Early rounds
Epoch 1: at batch 2: Training dataset Loss=0.587176, Batch Time=0.032; Early rounds
Epoch 1: at batch 3: Training dataset Loss=0.589420, Batch Time=0.031; Early rounds
Epoch 1: at batch 4: Training dataset Loss=0.587163, Batch Time=0.032; Early rounds
Epoch 1: at batch 5: Training dataset Loss=0.584514, Batch Time=0.032; Early rounds
Epoch 1: at batch 6: Training dataset Loss=0.584399, Batch Time=0.031; Early rounds
Epoch 1: at batch 7: Training dataset Loss=0.585131, Batch Time=0.032; Early rounds
loading ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 883
Epoch 1: at batch 8: Training dataset Loss=0.587931, Batch Time=0.031; Early rounds
Epoch 1: at batch 9: Training dataset Loss=0.586103, Batch Time=0.029; Early rounds
Epoch 1: at batch 10: Training dataset Loss=0.586014, Batch Time=0.028; Early rounds
Epoch 1: at batch 11: Training dataset Loss=0.582396, Batch Time=0.027; Early rounds
Epoch 1: at batch 12: Training dataset Loss=0.582924, Batch Time=0.030; Early rounds
Epoch 1: at batch 13: Training dataset Loss=0.577150, Batch Time=0.027; Early rounds
Epoch 1: at batch 14: Training dataset Loss=0.573729, Batch Time=0.033; Early rounds
Epoch 1: at batch 15: Training dataset Loss=0.572774, Batch Time=0.035; Early rounds
Epoch 1: at batch 16: Training dataset Loss=0.567002, Batch Time=0.032; Early rounds
Epoch 1: at batch 17: Training dataset Loss=0.567775, Batch Time=0.031; Early rounds
Epoch 1: at batch 18: Training dataset Loss=0.566016, Batch Time=0.033; Early rounds
Epoch 1: at batch 19: Training dataset Loss=0.562486, Batch Time=0.029; Early rounds
Epoch 1: at batch 20: Training dataset Loss=0.559401, Batch Time=0.029; Early rounds
Epoch 1: at batch 21: Training dataset Loss=0.560420, Batch Time=0.030; Early rounds
Epoch 1: at batch 22: Training dataset Loss=0.554347, Batch Time=0.033; Early rounds
Epoch 1: at batch 23: Training dataset Loss=0.555633, Batch Time=0.032; Early rounds
Epoch 1: at batch 24: Training dataset Loss=0.553160, Batch Time=0.032; Early rounds
Epoch 1: at batch 25: Training dataset Loss=0.551624, Batch Time=0.033; Early rounds
loading ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 973
Epoch 1: at batch 26: Training dataset Loss=0.550802, Batch Time=0.032; Early rounds
Epoch 1: at batch 27: Training dataset Loss=0.550829, Batch Time=0.031; Early rounds
Epoch 1: at batch 28: Training dataset Loss=0.551284, Batch Time=0.035; Early rounds
Epoch 1: at batch 29: Training dataset Loss=0.550291, Batch Time=0.033; Early rounds
Epoch 1: at batch 30: Training dataset Loss=0.548693, Batch Time=0.033; Early rounds
Epoch 1: at batch 31: Training dataset Loss=0.547110, Batch Time=0.032; Early rounds
Epoch 1: at batch 32: Training dataset Loss=0.549814, Batch Time=0.027; Early rounds
Epoch 1: at batch 33: Training dataset Loss=0.548585, Batch Time=0.033; Early rounds
Epoch 1: at batch 34: Training dataset Loss=0.550034, Batch Time=0.033; Early rounds
Epoch 1: at batch 35: Training dataset Loss=0.549719, Batch Time=0.032; Early rounds
Epoch 1: at batch 36: Training dataset Loss=0.547125, Batch Time=0.030; Early rounds
Epoch 1: at batch 37: Training dataset Loss=0.545822, Batch Time=0.031; Early rounds
loading ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1023
Epoch 1: at batch 38: Training dataset Loss=0.542391, Batch Time=0.029; Early rounds
Epoch 1: at batch 39: Training dataset Loss=0.535701, Batch Time=0.033; Early rounds
Epoch 1: at batch 40: Training dataset Loss=0.538120, Batch Time=0.035; Early rounds
Epoch 1: at batch 41: Training dataset Loss=0.534344, Batch Time=0.033; Early rounds
Epoch 1: at batch 42: Training dataset Loss=0.533397, Batch Time=0.030; Early rounds
Epoch 1: at batch 43: Training dataset Loss=0.533633, Batch Time=0.032; Early rounds
Epoch 1: at batch 44: Training dataset Loss=0.530896, Batch Time=0.030; Early rounds
loading ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1046
Epoch 1: at batch 45: Training dataset Loss=0.527568, Batch Time=0.030; Early rounds
Epoch 1: at batch 46: Training dataset Loss=0.524746, Batch Time=0.029; Early rounds
Epoch 1: at batch 47: Training dataset Loss=0.520492, Batch Time=0.033; Early rounds
Epoch 1: at batch 48: Training dataset Loss=0.517373, Batch Time=0.033; Early rounds
Epoch 1: at batch 49: Training dataset Loss=0.513960, Batch Time=0.029; Early rounds
Epoch 1: at batch 50: Training dataset Loss=0.514742, Batch Time=0.031; Early rounds
Epoch 1: at batch 51: Training dataset Loss=0.513886, Batch Time=0.030; Early rounds
Epoch 1: at batch 52: Training dataset Loss=0.512557, Batch Time=0.029; Early rounds
Epoch 1: at batch 53: Training dataset Loss=0.511362, Batch Time=0.031; Early rounds
Epoch 1: at batch 54: Training dataset Loss=0.510324, Batch Time=0.030; Early rounds
Epoch 1: at batch 55: Training dataset Loss=0.511937, Batch Time=0.031; Early rounds
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1081
Epoch 1: at batch 56: Training dataset Loss=0.510525, Batch Time=0.031; Early rounds
Epoch 1: at batch 57: Training dataset Loss=0.510625, Batch Time=0.033; Early rounds
Epoch 1: at batch 58: Training dataset Loss=0.506938, Batch Time=0.032; Early rounds
Found in memory: ./dataset/Sony/short/00081_05_0.1s.ARW; images_in_memory= 1093
Epoch 1: at batch 59: Training dataset Loss=0.503781, Batch Time=0.034; Early rounds
Epoch 1: at batch 60: Training dataset Loss=0.499407, Batch Time=0.032; Early rounds
Epoch 1: at batch 61: Training dataset Loss=0.496952, Batch Time=0.028; Early rounds
Epoch 1: at batch 62: Training dataset Loss=0.499228, Batch Time=0.028; Early rounds
Epoch 1: at batch 63: Training dataset Loss=0.500732, Batch Time=0.027; Early rounds
loading ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1103
Epoch 1: at batch 64: Training dataset Loss=0.495903, Batch Time=0.030; Early rounds
Epoch 1: at batch 65: Training dataset Loss=0.494477, Batch Time=0.033; Early rounds
Epoch 1: at batch 66: Training dataset Loss=0.492396, Batch Time=0.032; Early rounds
Epoch 1: at batch 67: Training dataset Loss=0.492600, Batch Time=0.031; Early rounds
Epoch 1: at batch 68: Training dataset Loss=0.491358, Batch Time=0.032; Early rounds
Epoch 1: at batch 69: Training dataset Loss=0.489417, Batch Time=0.031; Early rounds
Epoch 1: at batch 70: Training dataset Loss=0.488044, Batch Time=0.031; Early rounds
Epoch 1: at batch 71: Training dataset Loss=0.482814, Batch Time=0.030; Early rounds
Found in memory: ./dataset/Sony/short/00009_03_0.1s.ARW; images_in_memory= 1122
Epoch 1: at batch 72: Training dataset Loss=0.482086, Batch Time=0.032; Early rounds
Epoch 1: at batch 73: Training dataset Loss=0.481267, Batch Time=0.032; Early rounds
Epoch 1: at batch 74: Training dataset Loss=0.479443, Batch Time=0.032; Early rounds
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1134
Epoch 1: at batch 75: Training dataset Loss=0.482953, Batch Time=0.029; Early rounds
Epoch 1: at batch 76: Training dataset Loss=0.478719, Batch Time=0.030; Early rounds
Epoch 1: at batch 77: Training dataset Loss=0.474373, Batch Time=0.030; Early rounds
Epoch 1: at batch 78: Training dataset Loss=0.470733, Batch Time=0.032; Early rounds
Epoch 1: at batch 79: Training dataset Loss=0.464104, Batch Time=0.032; Early rounds
Epoch 1: at batch 80: Training dataset Loss=0.463170, Batch Time=0.032; Early rounds
Epoch 1: at batch 81: Training dataset Loss=0.460341, Batch Time=0.034; Early rounds
Epoch 1: at batch 82: Training dataset Loss=0.457740, Batch Time=0.034; Early rounds
Epoch 1: at batch 83: Training dataset Loss=0.458244, Batch Time=0.034; Early rounds
		Epoch 1:  Time = 213.685, Avg epoch time=58.914, Current epoch Time=106.842

Loss vector (slice for the first 20 images)
[[ 1.        ]
 [ 0.4       ]
 [ 0.4       ]
 [ 0.08433285]
 [ 1.        ]
 [-0.08456981]
 [ 1.        ]
 [ 0.53845823]
 [-0.34709907]
 [ 1.        ]
 [ 0.45033836]
 [ 0.4       ]
 [ 1.        ]
 [ 0.4       ]
 [-1.54324625]
 [-0.0205716 ]
 [-1.62707448]
 [-0.70334241]
 [ 1.        ]
 [ 1.        ]]
Epoch 2: at batch 1: Training dataset Loss=0.461929, Batch Time=0.033
Epoch 2: at batch 1: Training dataset Loss=0.461929, Batch Time=0.033; Early rounds
Epoch 2: at batch 2: Training dataset Loss=0.463444, Batch Time=0.027; Early rounds
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1158
Epoch 2: at batch 3: Training dataset Loss=0.463639, Batch Time=0.030; Early rounds
Epoch 2: at batch 4: Training dataset Loss=0.461085, Batch Time=0.030; Early rounds
Epoch 2: at batch 5: Training dataset Loss=0.461705, Batch Time=0.029; Early rounds
Epoch 2: at batch 6: Training dataset Loss=0.462160, Batch Time=0.031; Early rounds
Epoch 2: at batch 7: Training dataset Loss=0.464851, Batch Time=0.035; Early rounds
Epoch 2: at batch 8: Training dataset Loss=0.463481, Batch Time=0.033; Early rounds
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1174
Epoch 2: at batch 9: Training dataset Loss=0.464947, Batch Time=0.030; Early rounds
Epoch 2: at batch 10: Training dataset Loss=0.462395, Batch Time=0.030; Early rounds
Epoch 2: at batch 11: Training dataset Loss=0.462555, Batch Time=0.034; Early rounds
Epoch 2: at batch 12: Training dataset Loss=0.459235, Batch Time=0.029; Early rounds
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1183
Epoch 2: at batch 13: Training dataset Loss=0.458158, Batch Time=0.032; Early rounds
Epoch 2: at batch 14: Training dataset Loss=0.459747, Batch Time=0.032; Early rounds
Found in memory: ./dataset/Sony/short/00152_07_0.1s.ARW; images_in_memory= 1184
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1185
Epoch 2: at batch 15: Training dataset Loss=0.459092, Batch Time=0.033; Early rounds
Epoch 2: at batch 16: Training dataset Loss=0.460360, Batch Time=0.030; Early rounds
Epoch 2: at batch 17: Training dataset Loss=0.458105, Batch Time=0.028; Early rounds
Epoch 2: at batch 18: Training dataset Loss=0.461578, Batch Time=0.030; Early rounds
Epoch 2: at batch 19: Training dataset Loss=0.460064, Batch Time=0.031; Early rounds
Epoch 2: at batch 20: Training dataset Loss=0.463258, Batch Time=0.029; Early rounds
Epoch 2: at batch 21: Training dataset Loss=0.464212, Batch Time=0.029; Early rounds
Found in memory: ./dataset/Sony/short/00186_08_0.04s.ARW; images_in_memory= 1196
Epoch 2: at batch 22: Training dataset Loss=0.465230, Batch Time=0.027; Early rounds
Epoch 2: at batch 23: Training dataset Loss=0.466062, Batch Time=0.029; Early rounds
Epoch 2: at batch 24: Training dataset Loss=0.463778, Batch Time=0.029; Early rounds
Epoch 2: at batch 25: Training dataset Loss=0.464878, Batch Time=0.030; Early rounds
Found in memory: ./dataset/Sony/short/00190_00_0.04s.ARW; images_in_memory= 1202
Epoch 2: at batch 26: Training dataset Loss=0.457393, Batch Time=0.030; Early rounds
Epoch 2: at batch 27: Training dataset Loss=0.452149, Batch Time=0.030; Early rounds
Epoch 2: at batch 28: Training dataset Loss=0.452323, Batch Time=0.031; Early rounds
Epoch 2: at batch 29: Training dataset Loss=0.450303, Batch Time=0.032; Early rounds
Epoch 2: at batch 30: Training dataset Loss=0.446412, Batch Time=0.029; Early rounds
Epoch 2: at batch 31: Training dataset Loss=0.444888, Batch Time=0.031; Early rounds
Epoch 2: at batch 32: Training dataset Loss=0.444842, Batch Time=0.031; Early rounds
Epoch 2: at batch 33: Training dataset Loss=0.444102, Batch Time=0.033; Early rounds
Found in memory: ./dataset/Sony/short/00218_00_0.1s.ARW; images_in_memory= 1218
Epoch 2: at batch 34: Training dataset Loss=0.443195, Batch Time=0.034; Early rounds
Epoch 2: at batch 35: Training dataset Loss=0.441278, Batch Time=0.033; Early rounds
Epoch 2: at batch 36: Training dataset Loss=0.441190, Batch Time=0.033; Early rounds
Epoch 2: at batch 37: Training dataset Loss=0.440810, Batch Time=0.033; Early rounds
Epoch 2: at batch 38: Training dataset Loss=0.436485, Batch Time=0.035; Early rounds
Epoch 2: at batch 39: Training dataset Loss=0.435354, Batch Time=0.030; Early rounds
Epoch 2: at batch 40: Training dataset Loss=0.434149, Batch Time=0.028; Early rounds
Epoch 2: at batch 41: Training dataset Loss=0.434278, Batch Time=0.032; Early rounds
